"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
1383;88;"Duraisamy (2002)";5.25145820652126;0.0890137226842726;58.9960519362608;1;0;0;0;0;63507;9;63497;30;5.715;23.813;0;1;0;1;0;0;1;0;0;0;1;1994;"0.42499999999999999";"0.127";"0.32800000000000001";"0.11999999999999994";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.47799999999999998";"0.52200000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.528;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1384;88;"Duraisamy (2002)";6.17130091656912;0.0639853147299099;96.4487076858021;1;0;0;0;0;63507;9;63497;30;5.715;23.813;0;1;0;1;0;0;1;0;0;0;1;1994;"0.42499999999999999";"0.127";"0.32800000000000001";"0.11999999999999994";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.47799999999999998";"0.52200000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.528;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1385;88;"Duraisamy (2002)";5.9418939944063;0.061117015600433;97.2215991901967;1;0;0;0;0;63507;9;63497;30;5.715;23.813;0;1;0;1;0;0;1;0;0;0;1;1994;"0.42499999999999999";"0.127";"0.32800000000000001";"0.11999999999999994";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.47799999999999998";"0.52200000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.528;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1386;88;"Duraisamy (2002)";5.92723732393516;0.0345192180100456;171.70833134778;1;0;0;0;0;63507;9;63497;30;5.715;23.813;0;1;0;1;0;0;1;0;0;0;1;1994;"0.42499999999999999";"0.127";"0.32800000000000001";"0.11999999999999994";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.47799999999999998";"0.52200000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.528;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1387;88;"Duraisamy (2002)";5.41980216040145;0.170636512040852;31.7622652712445;1;0;0;0;0;178896;9;178886;30;5.96;22.328;0;1;0;1;0;0;1;0;0;0;1;1994;"0.378";"0.13500000000000001";"0.40399999999999997";"8.3000000000000004E-2";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.39400000000000002";"0.60599999999999998";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.288;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1388;88;"Duraisamy (2002)";5.11984344748824;0.0937619998298144;54.6046741407091;1;0;0;0;0;178896;9;178886;30;5.96;22.328;0;1;0;1;0;0;1;0;0;0;1;1994;"0.378";"0.13500000000000001";"0.40399999999999997";"8.3000000000000004E-2";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.39400000000000002";"0.60599999999999998";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.288;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1389;88;"Duraisamy (2002)";6.10108928815429;0.0665126363966671;91.7282732828196;1;0;0;0;0;178896;9;178886;30;5.96;22.328;0;1;0;1;0;0;1;0;0;0;1;1994;"0.378";"0.13500000000000001";"0.40399999999999997";"8.3000000000000004E-2";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.39400000000000002";"0.60599999999999998";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.288;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1390;88;"Duraisamy (2002)";5.89319004415609;0.0625083117980655;94.2785027244725;1;0;0;0;0;178896;9;178886;30;5.96;22.328;0;1;0;1;0;0;1;0;0;0;1;1994;"0.378";"0.13500000000000001";"0.40399999999999997";"8.3000000000000004E-2";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.39400000000000002";"0.60599999999999998";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.288;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1391;88;"Duraisamy (2002)";5.9450792126696;0.034697016639915;171.342662522473;1;0;0;0;0;178896;9;178886;30;5.96;22.328;0;1;0;1;0;0;1;0;0;0;1;1994;"0.378";"0.13500000000000001";"0.40399999999999997";"8.3000000000000004E-2";"0.46299999999999997";"0.53700000000000003";"1";"0";NA;NA;0;1;"0.39400000000000002";"0.60599999999999998";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.288;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1392;88;"Duraisamy (2002)";3.57507371986987;0.396276326623552;9.02166866825245;1;0;0;0;0;20393;9;20383;30;3.125;25.901;0;1;0;1;0;0;1;0;0;0;1;1994;"0.70099999999999996";"6.2E-2";"0.14799999999999999";"8.8999999999999996E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.35499999999999998";"0.64500000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.026;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1393;88;"Duraisamy (2002)";5.2164734901287;0.224384628951617;23.2479092462858;1;0;0;0;0;20393;9;20383;30;3.125;25.901;0;1;0;1;0;0;1;0;0;0;1;1994;"0.70099999999999996";"6.2E-2";"0.14799999999999999";"8.8999999999999996E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.35499999999999998";"0.64500000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.026;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1394;88;"Duraisamy (2002)";8.08511503248885;0.120989326278204;66.8250273077629;1;0;0;0;0;20393;9;20383;30;3.125;25.901;0;1;0;1;0;0;1;0;0;0;1;1994;"0.70099999999999996";"6.2E-2";"0.14799999999999999";"8.8999999999999996E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.35499999999999998";"0.64500000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.026;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1395;88;"Duraisamy (2002)";7.60929039068983;0.111258307397117;68.3930087443251;1;0;0;0;0;20393;9;20383;30;3.125;25.901;0;1;0;1;0;0;1;0;0;0;1;1994;"0.70099999999999996";"6.2E-2";"0.14799999999999999";"8.8999999999999996E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.35499999999999998";"0.64500000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.026;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1396;88;"Duraisamy (2002)";6.80350388807687;0.0603946124382139;112.650841083501;1;0;0;0;0;20393;9;20383;30;3.125;25.901;0;1;0;1;0;0;1;0;0;0;1;1994;"0.70099999999999996";"6.2E-2";"0.14799999999999999";"8.8999999999999996E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.35499999999999998";"0.64500000000000002";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;35.026;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1397;88;"Duraisamy (2002)";2.92393855300683;0.44058384185577;6.6365088213199;1;0;0;0;0;169650;9;169640;30;3.675;24.852;0;1;0;1;0;0;1;0;0;0;1;1994;"0.59799999999999998";"0.11";"0.25100000000000006";"4.1000000000000002E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.379";"0.621";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.527;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1398;88;"Duraisamy (2002)";4.84412679308044;0.251623103628848;19.2515183352387;1;0;0;0;0;169650;9;169640;30;3.675;24.852;0;1;0;1;0;0;1;0;0;0;1;1994;"0.59799999999999998";"0.11";"0.25100000000000006";"4.1000000000000002E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.379";"0.621";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.527;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1399;88;"Duraisamy (2002)";7.99036635498207;0.124919757493434;63.9639918881692;1;0;0;0;0;169650;9;169640;30;3.675;24.852;0;1;0;1;0;0;1;0;0;0;1;1994;"0.59799999999999998";"0.11";"0.25100000000000006";"4.1000000000000002E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.379";"0.621";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.527;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1400;88;"Duraisamy (2002)";7.63900032667142;0.111739377172075;68.3644434039361;1;0;0;0;0;169650;9;169640;30;3.675;24.852;0;1;0;1;0;0;1;0;0;0;1;1994;"0.59799999999999998";"0.11";"0.25100000000000006";"4.1000000000000002E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.379";"0.621";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.527;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1401;88;"Duraisamy (2002)";6.92456935917265;0.0674713073800336;102.629838194328;1;0;0;0;0;169650;9;169640;30;3.675;24.852;0;1;0;1;0;0;1;0;0;0;1;1994;"0.59799999999999998";"0.11";"0.25100000000000006";"4.1000000000000002E-2";"0.43200000000000005";"0.56799999999999995";"0";"1";NA;NA;0;1;"0.379";"0.621";"India";0;0;0;0;0;1;0;0;1;0;"397";"327";0.71;34.527;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0.298;386;1;0;23;"X"
1402;89;"Fortin (2008)";2.51829105091441;0.926663905788475;2.71758836745849;0;0;0;1;0;6184;14;6169;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1403;89;"Fortin (2008)";2.56705123966467;0.682480378971153;3.76135537190759;0;0;0;1;0;6184;14;6169;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1404;89;"Fortin (2008)";3.42046976153585;0.384210661264447;8.90258940311286;0;0;0;1;0;6184;14;6169;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1405;89;"Fortin (2008)";2.66322999992805;0.26843250059406;9.9214141135449;0;0;0;1;0;6184;14;6169;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1406;89;"Fortin (2008)";2.61578825892241;0.925783464824086;2.82548604323956;0;0;0;1;0;6184;16;6167;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1407;89;"Fortin (2008)";2.51829105091441;0.68280498321256;3.68815564155081;0;0;0;1;0;6184;16;6167;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1408;89;"Fortin (2008)";3.32994847589596;0.407881375562747;8.16401207655458;0;0;0;1;0;6184;16;6167;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1409;89;"Fortin (2008)";2.58986403533148;0.355363838631703;7.2879222751069;0;0;0;1;0;6184;16;6167;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1410;89;"Fortin (2008)";2.37187113655781;0.927989289882919;2.55592511941281;0;0;0;1;0;6184;18;6165;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1411;89;"Fortin (2008)";2.17631819555841;0.685090256100487;3.17668829205943;0;0;0;1;0;6184;18;6165;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1412;89;"Fortin (2008)";3.05694754785533;0.411131439685593;7.4354506923457;0;0;0;1;0;6184;18;6165;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1413;89;"Fortin (2008)";2.38026701127589;0.359751332040107;6.61642306583741;0;0;0;1;0;6184;18;6165;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1979;"1.75E-3";"1.75E-3";"0.6855";"0.311";NA;NA;"0.54800000000000004";"0.45199999999999996";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19538";"1876";0.921;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1414;89;"Fortin (2008)";1.53817016275208;1.32954926983235;1.15691099055399;0;0;0;1;0;6522;14;6507;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1415;89;"Fortin (2008)";4.59445491994306;1.099484672376;4.17873485222343;0;0;0;1;0;6522;14;6507;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1416;89;"Fortin (2008)";4.88088481701516;0.585079316127977;8.34226177967902;0;0;0;1;0;6522;14;6507;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1417;89;"Fortin (2008)";4.00077020947149;0.383849998602044;10.4227438427564;0;0;0;1;0;6522;14;6507;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1418;89;"Fortin (2008)";1.39033484509261;1.3314878603198;1.04419641104252;0;0;0;1;0;6522;16;6505;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1419;89;"Fortin (2008)";4.35516278555652;1.1020058512708;3.95203236038564;0;0;0;1;0;6522;16;6505;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1420;89;"Fortin (2008)";4.7288673984256;0.587630802110867;8.04734432136424;0;0;0;1;0;6522;16;6505;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1421;89;"Fortin (2008)";3.88750374910503;0.386367876555411;10.0616639865698;0;0;0;1;0;6522;16;6505;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1422;89;"Fortin (2008)";1.14346246792225;1.33473777450337;0.856694468205719;0;0;0;1;0;6522;18;6503;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1423;89;"Fortin (2008)";3.97114984456024;1.10607606217617;3.59030448299109;0;0;0;1;0;6522;18;6503;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1424;89;"Fortin (2008)";4.4228311186169;0.592812539992148;7.46075836836292;0;0;0;1;0;6522;18;6503;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"1.25E-3";"1.25E-3";"0.65100000000000002";"0.34649999999999997";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1425;89;"Fortin (2008)";3.69323333987463;0.390731456672475;9.45210137757206;0;0;0;1;0;6522;18;6503;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;1986;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.52980000000000005";"0.47019999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"22873";"1435";0.919;32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1426;89;"Fortin (2008)";4.11532067856297;1.05652078179354;3.89516301948823;0;0;0;1;0;6476;14;6461;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1427;89;"Fortin (2008)";3.53743284435828;0.820959122366647;4.30890253604909;0;0;0;1;0;6476;14;6461;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1428;89;"Fortin (2008)";5.69480609289727;0.444629592938871;12.807978108826;0;0;0;1;0;6476;14;6461;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1429;89;"Fortin (2008)";5.42025827293937;0.374679563414534;14.4663835506357;0;0;0;1;0;6476;14;6461;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1430;89;"Fortin (2008)";4.01922899156675;1.10556481830223;3.63545305081152;0;0;0;1;0;6476;16;6459;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
