"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
1431;89;"Fortin (2008)";3.58571330062847;0.820576480014298;4.36974905808413;0;0;0;1;0;6476;16;6459;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1432;89;"Fortin (2008)";5.65243494544108;0.4451647539836;12.6973999959784;0;0;0;1;0;6476;16;6459;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1433;89;"Fortin (2008)";5.37857780473596;0.375569626865706;14.3211202929869;0;0;0;1;0;6476;16;6459;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1434;89;"Fortin (2008)";4.21132376090423;1.29544463238693;3.25087128821911;0;0;0;1;0;6476;18;6457;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1435;89;"Fortin (2008)";3.34408546211051;0.822495062198445;4.06578180928177;0;0;0;1;0;6476;18;6457;36;13;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1436;89;"Fortin (2008)";5.48243852206347;0.447320518772886;12.2561749170442;0;0;0;1;0;6476;18;6457;36;15;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1437;89;"Fortin (2008)";5.26344372708882;0.378041098780447;13.9229405058566;0;0;0;1;0;6476;18;6457;36;17;5.008;0;1;1;0;0;0;0;0;1;0;1;2000;"3.0000000000000001E-3";"3.0000000000000001E-3";"0.64149999999999996";"0.35249999999999998";NA;NA;"0.49149999999999999";"0.50849999999999995";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"31669";"1404";0.927;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1.02;494;1;0;29;"X"
1438;90;"Gill et al. (2000)";7.65686229869418;1.39331573294255;5.49542513420388;0;0;0;1;0;1566;17;1548;18;13;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1439;90;"Gill et al. (2000)";7.97043825341854;0.65544968034636;12.1602595781368;0;0;0;1;0;1566;17;1548;18;15;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1440;90;"Gill et al. (2000)";7.25126964229725;0.65769503941838;11.0252764696382;0;0;0;1;0;1566;17;1548;18;17;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1441;90;"Gill et al. (2000)";10.9053650640942;1.80333926933487;6.04731746795291;0;0;0;1;0;1566;23;1542;18;13;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1442;90;"Gill et al. (2000)";9.04665605581767;0.694073482674936;13.0341473657114;0;0;0;1;0;1566;23;1542;18;15;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1443;90;"Gill et al. (2000)";7.92188306880837;0.660281563079207;11.9977347722157;0;0;0;1;0;1566;23;1542;18;17;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1444;90;"Gill et al. (2000)";7.28466805653081;2.70308894321407;2.69494204947214;0;0;0;1;0;1566;31;1534;18;13;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1445;90;"Gill et al. (2000)";7.22791558845042;1.17610043572809;6.14566185750611;0;0;0;1;0;1566;31;1534;18;15;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1446;90;"Gill et al. (2000)";7.92188306880837;0.648897398198531;12.2082213471669;0;0;0;1;0;1566;31;1534;18;17;8.95;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"0.13400000000000001";"0.255";"0.61099999999999999";"1";"0";"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1447;90;"Gill et al. (2000)";4.83320084782302;1.43084441557538;3.37786610145133;0;0;0;1;0;1272;17;1254;18;13;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1448;90;"Gill et al. (2000)";9.04665605581767;0.674793663711743;13.4065515761603;0;0;0;1;0;1272;17;1254;18;15;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1449;90;"Gill et al. (2000)";8.23831117169791;0.695561286551127;11.8441197504634;0;0;0;1;0;1272;17;1254;18;17;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1450;90;"Gill et al. (2000)";7.4709263010234;1.95401684183679;3.82336842808411;0;0;0;1;0;1272;23;1248;18;13;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1451;90;"Gill et al. (2000)";10.2415025384518;0.727728266587613;14.0732509765976;0;0;0;1;0;1272;23;1248;18;15;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1452;90;"Gill et al. (2000)";8.93382207536533;0.695368503174085;12.8476081884439;0;0;0;1;0;1272;23;1248;18;17;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1453;90;"Gill et al. (2000)";7.51744044572489;2.69723682779068;2.78708950147417;0;0;0;1;0;1272;31;1240;18;13;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1454;90;"Gill et al. (2000)";10.3904778817174;1.11505533213856;9.31835181828112;0;0;0;1;0;1272;31;1240;18;15;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1455;90;"Gill et al. (2000)";8.95554151205253;0.694675698024642;12.8916867791953;0;0;0;1;0;1272;31;1240;18;17;8.4;0;1;1;0;0;0;0;0;1;0;1;1994;"0";"7.5999999999999998E-2";"0.22";"0.70400000000000007";"1";"0";"0";"1";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"26357";"1346";0.928;30.5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.186;101;1;0;21;"X"
1456;91;"Gorodnichenko (2005)";2.8;0.3;9.33333333333333;0;0;0;0;1;4111;5;4105;20;10.742;21.39;1;0;0;0;1;0;0;0;1;0;1;1985;"8.0399999999999999E-2";"0.15509999999999999";"0.60539999999999994";"0.15909999999999999";"0.72199999999999998";"0.27800000000000002";"0.51800000000000002";"0.48199999999999998";"0.33943833943833951";"0.66056166056166044";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1680";"44";0.047;38.132;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1457;91;"Gorodnichenko (2005)";3.9;0.4;9.75;0;0;0;0;1;3776;5;3770;20;11.212;20.901;1;0;0;0;1;0;0;0;1;0;1;1990;"4.24E-2";"0.1245";"0.66080000000000005";"0.17219999999999999";"0.72199999999999998";"0.27800000000000002";"0.52500000000000002";"0.47499999999999998";"0.33943833943833951";"0.66056166056166044";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1710";"29";0.58;38.113;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1458;91;"Gorodnichenko (2005)";8.1;0.7;11.5714285714286;0;0;0;0;1;3497;5;3491;20;11.774;20.407;1;0;0;0;1;0;0;0;1;0;1;1996;"9.4000000000000004E-3";"8.9700000000000002E-2";"0.68440000000000001";"0.2165";"0.72199999999999998";"0.27800000000000002";"0.495";"0.505";"0.33943833943833951";"0.66056166056166044";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1836";"62";0.79;38.181;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1459;91;"Gorodnichenko (2005)";9.1;0.6;15.1666666666667;0;0;0;0;1;3332;5;3326;20;11.879;20.431;1;0;0;0;1;0;0;0;1;0;1;1998;"5.7000000000000002E-3";"7.7600000000000002E-2";"0.70040000000000002";"0.21629999999999999";"0.70500000000000007";"0.29499999999999998";"0.499";"0.501";"0.36330049261083741";"0.63669950738916259";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1867";"134";0.79;38.31;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1460;91;"Gorodnichenko (2005)";9.3;0.7;13.2857142857143;0;0;0;0;1;3169;5;3163;20;11.911;20.562;1;0;0;0;1;0;0;0;1;0;1;2000;"3.0999999999999999E-3";"6.9599999999999995E-2";"0.71830000000000005";"0.20899999999999999";"0.66300000000000003";"0.33700000000000002";"0.50900000000000001";"0.49099999999999999";"0.40947752126366949";"0.59052247873633057";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1958";"377";0.722;38.473;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1461;91;"Gorodnichenko (2005)";9.2;0.6;15.3333333333333;0;0;0;0;1;3341;5;3335;20;12.417;20.997;1;0;0;0;1;0;0;0;1;0;1;2002;"2.0999999999999999E-3";"6.9800000000000001E-2";"0.69950000000000001";"0.2286";"0.59000000000000008";"0.41";"0.497";"0.503";"0.46750285062713792";"0.53249714937286208";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"2337";"814";0.707;39.414;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1462;91;"Gorodnichenko (2005)";3.4;0.4;8.5;0;0;0;0;1;4191;5;4185;20;10.75;21.241;1;0;0;0;1;0;0;0;1;0;1;1986;"6.5600000000000006E-2";"0.12770000000000001";"0.67400000000000004";"0.13289999999999999";"0.89600000000000002";"0.104";"0.504";"0.496";"0.1051567239635996";"0.89484327603640046";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;NA;NA;NA;37.991;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1463;91;"Gorodnichenko (2005)";3.9;0.5;7.8;0;0;0;0;1;3528;5;3522;20;11.157;21.331;1;0;0;0;1;0;0;0;1;0;1;1991;"2.9499999999999998E-2";"0.10390000000000001";"0.72019999999999995";"0.14630000000000001";"0.84599999999999997";"0.154";"0.51700000000000002";"0.48299999999999998";"0.15682281059063141";"0.84317718940936859";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"971";"5";0.352;38.488;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1464;91;"Gorodnichenko (2005)";3.7;0.5;7.4;0;0;0;0;1;2946;5;2940;20;11.612;21.088;1;0;0;0;1;0;0;0;1;0;1;1997;"1.0200000000000001E-2";"6.7500000000000004E-2";"0.74440000000000006";"0.1779";"0.77600000000000002";"0.224";"0.46299999999999997";"0.53700000000000003";"0.23140495867768601";"0.76859504132231393";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"543";"34";0.61;38.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1465;91;"Gorodnichenko (2005)";3.9;0.5;7.8;0;0;0;0;1;2812;5;2806;20;11.688;21.183;1;0;0;0;1;0;0;0;1;0;1;1998;"6.7000000000000002E-3";"5.8899999999999987E-2";"0.75309999999999999";"0.18129999999999999";"0.75800000000000001";"0.24199999999999999";"0.46099999999999997";"0.53900000000000003";"0.25077720207253879";"0.74922279792746127";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"557";"49";0.612;38.871;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1466;91;"Gorodnichenko (2005)";3.7;0.5;7.4;0;0;0;0;1;2925;5;2919;20;11.822;20.884;1;0;0;0;1;0;0;0;1;0;1;2000;"6.1000000000000004E-3";"4.2000000000000003E-2";"0.75869999999999993";"0.19309999999999999";"0.72399999999999998";"0.27600000000000002";"0.46199999999999997";"0.53800000000000003";"0.28779979144942652";"0.71220020855057342";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"570";"54";0.623;38.706;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1467;91;"Gorodnichenko (2005)";4.5;0.5;9;0;0;0;0;1;3289;5;3283;20;11.849;21.198;1;0;0;0;1;0;0;0;1;0;1;2002;"4.5999999999999999E-3";"4.1599999999999998E-2";"0.75180000000000002";"0.20200000000000001";"0.70199999999999996";"0.29799999999999999";"0.47";"0.53";"0.31368421052631579";"0.68631578947368421";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"679";"66";0.609;39.047;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.222;171;1;0;26;"X"
1468;91;"Gorodnichenko (2005)";7.9;0.7;11.2857142857143;0;0;0;0;1;3413;14;3398;20;11.774;20.407;1;0;0;0;1;0;0;0;1;0;1;1996;"9.4000000000000004E-3";"8.9700000000000002E-2";"0.68440000000000001";"0.2165";"0.72199999999999998";"0.27800000000000002";"0.495";"0.505";"0.33943833943833951";"0.66056166056166044";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1836";"62";0.79;38.181;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1469;91;"Gorodnichenko (2005)";9.1;0.6;15.1666666666667;0;0;0;0;1;3275;14;3260;20;11.879;20.431;1;0;0;0;1;0;0;0;1;0;1;1998;"5.7000000000000002E-3";"7.7600000000000002E-2";"0.70040000000000002";"0.21629999999999999";"0.70500000000000007";"0.29499999999999998";"0.499";"0.501";"0.36330049261083741";"0.63669950738916259";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1867";"134";0.79;38.31;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1470;91;"Gorodnichenko (2005)";9.4;0.7;13.4285714285714;0;0;0;0;1;3139;14;3124;20;11.911;20.562;1;0;0;0;1;0;0;0;1;0;1;2000;"3.0999999999999999E-3";"6.9599999999999995E-2";"0.71830000000000005";"0.20899999999999999";"0.66300000000000003";"0.33700000000000002";"0.50900000000000001";"0.49099999999999999";"0.40947752126366949";"0.59052247873633057";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"1958";"377";0.722;38.473;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1471;91;"Gorodnichenko (2005)";9.7;0.6;16.1666666666667;0;0;0;0;1;3284;14;3269;20;12.417;20.997;1;0;0;0;1;0;0;0;1;0;1;2002;"2.0999999999999999E-3";"6.9800000000000001E-2";"0.69950000000000001";"0.2286";"0.59000000000000008";"0.41";"0.497";"0.503";"0.46750285062713792";"0.53249714937286208";1;0;NA;NA;"Russia";0;0;1;0;0;0;0;1;0;0;"2337";"814";0.707;39.414;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1472;91;"Gorodnichenko (2005)";3.6;0.5;7.2;0;0;0;0;1;2932;14;2917;20;11.612;21.088;1;0;0;0;1;0;0;0;1;0;1;1997;"1.0200000000000001E-2";"6.7500000000000004E-2";"0.74440000000000006";"0.1779";"0.77600000000000002";"0.224";"0.46299999999999997";"0.53700000000000003";"0.23140495867768601";"0.76859504132231393";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"543";"34";0.61;38.7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1473;91;"Gorodnichenko (2005)";4;0.5;8;0;0;0;0;1;2802;14;2787;20;11.688;21.183;1;0;0;0;1;0;0;0;1;0;1;1998;"6.7000000000000002E-3";"5.8899999999999987E-2";"0.75309999999999999";"0.18129999999999999";"0.75800000000000001";"0.24199999999999999";"0.46099999999999997";"0.53900000000000003";"0.25077720207253879";"0.74922279792746127";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"557";"49";0.612;38.871;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1474;91;"Gorodnichenko (2005)";3.8;0.5;7.6;0;0;0;0;1;2916;14;2901;20;11.822;20.884;1;0;0;0;1;0;0;0;1;0;1;2000;"6.1000000000000004E-3";"4.2000000000000003E-2";"0.75869999999999993";"0.19309999999999999";"0.72399999999999998";"0.27600000000000002";"0.46199999999999997";"0.53800000000000003";"0.28779979144942652";"0.71220020855057342";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"570";"54";0.623;38.706;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1475;91;"Gorodnichenko (2005)";4.8;0.5;9.6;0;0;0;0;1;3278;14;3263;20;11.849;21.198;1;0;0;0;1;0;0;0;1;0;1;2002;"4.5999999999999999E-3";"4.1599999999999998E-2";"0.75180000000000002";"0.20200000000000001";"0.70199999999999996";"0.29799999999999999";"0.47";"0.53";"0.31368421052631579";"0.68631578947368421";1;0;NA;NA;"Ukraine";0;0;1;0;0;0;0;0;1;0;"679";"66";0.609;39.047;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0.222;171;1;0;26;"X"
1476;92;"Grogger et al. (1995)";0.0898787545202007;0.339084882189487;0.265062700347622;0;0;0;1;0;19597;20;19576;20;16;6;0;1;1;0;0;0;0;0;1;0;1;1982;"0";"0";"0.8";"0.2";NA;NA;"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19465";"1630";0.919;28;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1.02;662;1;0;16;"X"
1477;92;"Grogger et al. (1995)";1.7407928152505;0.532049948903122;3.2718597545951;0;0;0;1;0;19597;20;19576;20;18;4;0;1;1;0;0;0;0;0;1;0;1;1982;"0";"0";"0.8";"0.2";NA;NA;"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19465";"1630";0.919;28;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1.02;662;1;0;16;"X"
1478;92;"Grogger et al. (1995)";-2.02041028867288;0.500104155818232;-4.03997900270842;0;0;0;1;0;19597;20;19576;20;13;9;0;1;1;0;0;0;0;0;1;0;1;1982;"0";"0";"0.8";"0.2";NA;NA;"1";"0";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19465";"1630";0.919;28;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1.02;662;1;0;16;"X"
